ID,Артикул,Имя,Наличие,Базовая цена
53884,2800218,Щипцы для овощей Berghoff Cook/Co 2800218,0,40000
53885,2800973,Терка четырехсторонняя Berghoff Cooc/Co Pyramid 2800973,0,60000
53886,3500018,Кастрюля Berghoff Neo 16 см 2 л 3500018,0,450000
53887,3500117,Магнитная подставка под горячее Berghoff Neo 3500117,0,120500
53888,3500766,Набор ножей Berghoff Neo в подставке 10 пр. 3500766,0,1946300
53889,3501855,Декоративный нож Berghoff для цедры 3501855,0,40000
53890,3501879,Нож Berghoff для выемки сердцевины яблока 3501879,0,40000
53891,3501893,Ложка для мороженого Berghoff 3501893,0,142800
53892,3600169,Противень для печенья Berghoff 49х29 см 3600169,0,100000
53893,3600336,Ложка для салата Berghoff 3600336,0,60000
53894,3700151,Сковорода Berghoff Eclipse фиолетовая 24 см 3700151,0,265400
53895,3700164,Сковорода Berghoff Eclipse оранжевая 24 см 3700164,0,265400
53896,3950089,"Ложка пластиковая Berghoff LEO 32,5 см 3950089",0,92900
53897,4490284,Форма для выпечки Berghoff с крышкой 30 х 13 см 4490284,0,281100
53898,8500062,"Кастрюля с крышкой Berghoff 0,7 л 8500062",0,83600
53899,1100063,Штопор Berghoff Hotel line 1100063,0,100200
53900,1100174,"Кастрюля Berghoff Essentials 6,4 л 1100174",0,1095000
53901,1100184,"Термос Berghoff Orion 0,5 л 1100184",0,236000
53902,1100248,Набор посуды BergHOFF Comfort 6 пр 1100248,0,2964800
53903,1101884,"Кастрюля Berghoff Hotel Line 3,7 л 1101884",0,633100
53904,1101886,Кастрюля Berghoff Hotel Line 11 л 1101886,0,1147000
53905,1101888,"Ковш Berghoff Hotel Line 1,6 л 1101888",0,540200
53906,1101889,Сковорода Berghoff Hotel Line 28см c крышкой 1101889,0,969800
53907,1101890,Сковорода без крышки Berghoff Hotel Line 24 см 1101890,0,679800
54026,1101892,Вставка-пароварка Berghoff 24 см 1101892,0,383000
54027,1106182,Набор для соли и перца Berghoff Twin 1106182,0,554000
54028,1108582,Блюдечко для маслин Berghoff 1108582,0,100000
54029,1109398,Миска для замеса теста Berghoff 1109398,0,250000
54030,1109404,"Миска для смешивания теста Berghoff 3,3 л 1109404",0,450000
54031,1110264,Половник Berghoff Hotel Line 12 см 1110264,0,300300
54032,1110332,Венчик Berghoff Hotel Line 50 см 1110332,1,263800
54033,1110356,Венчик Berghoff Hotel Line 60 см 1110356,1,273800
54034,1301077,Нож Berghoff 20 см 1301077,0,193800
54035,1301078,"Ножницы кухонные Berghoff 20,5 см 1301078",1,272200
54036,1301084,Нож Berghoff 20 см 1301084,1,274000
54037,1301085,Нож для хлеба Berghoff Essentials 20 см 1301085,1,235400
54038,1301525,Поварской нож Berghoff Orion 1301525,0,100000
54039,1690094,Молочник Berghoff 1690094,1,335000
54040,1693118,Блюдце прямоугольное Berghoff 1693118,0,60000
54041,1695136,Кастрюля с крышкой Berghoff Geminis 3 л 1695136,0,348200
54042,2001899,Чистящее средство для грилей BergHOFF 2001899,0,44900
54043,2001929,Чистящее средство BergHOFF для металлических поверхностей 2001929,1,83600
54044,2003001,"Ножницы портняжные Berghoff 21,5 см 2003001",0,204500
54045,2003002,"Ножницы большие Berghoff 20,5 см 2003002",0,201200
54046,2415496,Рассекатель жара и решетка Berghoff 45х41 см 2415496,1,2302900
54047,2800105,Нож-решетка для нарезки яблок и картофеля Berghoff Cook/Co 2800105,0,122600
54048,3501695,"Френч-пресс Berghoff Neo 0,8 л 3501695",0,257000
54049,3600152,Противень для печенья Berghoff 55x31 см 3600152,0,100000
54050,3700241,Набор разделочный Berghoff Eclipse: нож и вилка в упаковке 3700241,0,241500
54051,3800024,Открывалка для бутылок Berghoff Lover by Lover 3800024,1,73500
54052,3900021,Настенная магнитная планка для ножей Berghoff 40 см 3900021,0,384300
54053,3900052,Крышка для таджина Berghoff 28 см 3900052,0,759200
54054,3950015,"Картофелемялка Berghoff Leo 23,5 см 3950015",0,143600
54055,3950022,"Держатель для бумажных полотенец BergHOFF Leo 28,5 см 3950022",1,307700
54147,3950113,"Щипцы для гриля Berghoff Leo 30,5 см 3950113",0,107500
54148,3990020,Набор рукавичек Berghoff GEM 2 пр 3990020,0,266300
54149,4490055,Нож для чистки Berghoff Bistro 7 см 4490055,0,75300
54150,4490166,"Кастрюля стеклянная Berghoff Moon с крышкой 1,5 л 4490166",0,158200
54151,8500210,Набор нейлонових лопаток Berghoff Eclipse 2 шт 8500210,1,132700
54152,8500300,Колода для ножей Berghoff 8500300,0,158900
54153,1108421A,Подставка для салфеток Berghoff 1108421A,0,86900
54154,WL-551003/1C,Кофейник из нержавеющей стали 1500мл WL-551003,0,785100
54155,WL-551006/1C,Френч-пресс из нержавеющей стали 800мл WL-551006,0,504500
54156,WL-551007/1C,Френч-пресс из нержавеющей стали 1000мл WL-551007,0,584200
54157,WL-551010/1C,Френч-пресс 800мл WL-551010,0,403200
54158,WL-551011/1C,Френч-пресс 1000мл WL-551011,0,436800
54159,WL-551103/1C,Чайник из нержавеющей стали 1000мл WL-551103,0,474300
54160,WL-551109/1C,Чайник из нержавеющей стали 1000мл WL-551109,0,331100
54161,WL-551112/1C,Капельный чайник из нержавеющей стали 600мл WL-551112,1,629700
54162,WL-551311/A,"Подсвечник из металла 10,5 см WL-551311",1,191100
54163,WL-661101/A,Блюдо для закусок 15х8 см WL-661101,1,61600
54164,WL-661102/A,"Блюдо для суши 30х9,5 см WL-661102",1,172900
54165,WL-661103/A,"Блюдо для закусок 46х9,5 см WL-661103",1,204100
54166,WL-661104/A,Квадратная пирожковая тарелка 13х13 см WL-661104,0,66400
54167,WL-661105/A,Квадратная десертная тарелка 17х17 см WL-661105,0,78400
54168,WL-661106/A,"Квадратная обеденная тарелка 21,5х21,5 см WL-661106",0,123200
54169,WL-661107/A,Квадратная обеденная тарелка 27х27 см WL-661107,1,233000
54170,WL-661109/A,"Блюдо 29,5х14,5 см WL-661109",0,123300
54171,WL-661111/A,"Блюдо 38,5х24,5 см WL-661111",0,235900
54172,WL-661117/A,Емкость для соуса 8х6см WL-661117,0,30200
54173,WL-661118/A,Салатник 13х10см WL-661118,1,93600
54174,WL-661119/A,Салатник 19х15см WL-661119,1,153000
54175,WL-661120/A,"Салатник 25х16,5см WL-661120",1,325900
54176,WL-661123/A,Тарелка десертная 18 см WL-661123,1,119100
54264,WL-661124/A,"Тарелка десертная 20,5 см WL-661124",1,175300
54265,WL-661125/A,Тарелка обеденная 23 см WL-661125,1,210400
54266,WL-661126/A,"Тарелка обеденная 25,5 см WL-661126",1,260400
54267,WL-661127/A,Тарелка обеденная 28 см WL-661127,1,290500
54268,WL-661129/A,Блюдо круглое 33 см WL-661129,1,373300
54269,WL-661132/A,"Блюдо для закусок 32,5х21,5 см WL-661132",1,161400
54270,WL-661134/A,"Емкость для соуса 7,5см WL-661134",1,36400
54271,WL-661135/A,Менажница 27х13 см WL-661135,0,116500
54272,WL-661137/A,"Блюдо с ручкой 30,5х21,5 см WL-661137",1,187800
54273,WL-661138/A,Емкость для запекания с ручкой 16х10 см WL-661138,1,97500
54274,WL-661139/A,Емкость для запекания с ручкой 24х15 см WL-661139,0,126900
54275,WL-661140/A,Горшочек для тушения 600 мл WL-661140,1,253200
54276,WL-661147/A,"Емкость для соуса 10,5см WL-661147",0,33100
54277,WL-661148/A,"Блюдо для стейка 32,5х23 см WL-661148",1,334600
54278,WL-667137/A,Кружка 460 мл WL-667137,1,106200
54279,WL-667237/A,Кружка 460 мл WL-667237,1,101800
54280,WL-667437/A,Кружка 460 мл WL-667437,1,105300
54281,WL-667537/A,Кружка 460 мл WL-667537,1,118800
54282,WL-667637/A,Кружка 460 мл WL-667637,1,114900
54283,WL-667737/A,Кружка 460 мл WL-667737,1,101800
54284,WL-668220/A,Тарелка сервировочная 28см WL-668220,1,250400
54285,WL-668520/A,Тарелка сервировочная 28см WL-668520,1,296200
54286,WL-668542/A,"Блюдо 33х24,5см WL-668542",1,351200
54287,WL-669130/A,Салатник 14см WL-669130,1,138400
54288,WL-669137/A,Кружка 460 мл WL-669137,1,114600
54289,WL-669142/A,"Блюдо 33х24,5см WL-669142",1,328800
54290,WL-669230/A,Салатник 14см WL-669230,1,130800
54291,WL-669237/A,Кружка 460 мл WL-669237,1,114800
54292,WL-669337/A,Кружка 460 мл WL-669337,1,112200
54293,WL-669437/A,Кружка 460 мл WL-669437,1,114900
54394,WL-669530/A,Салатник 14см WL-669530,1,132600
54395,WL-669537/A,Кружка 460 мл WL-669537,1,114900
54396,WL-669630/A,Салатник 14см WL-669630,1,131700
54397,WL-669637/A,Кружка 460 мл WL-669637,1,114500
54398,WL-771014/A,Подставка для кружек 21см WL-771014,1,120800
54399,WL-771035/A,Бамбуковая сервировочная тарелка 28см WL-771035,1,354900
54400,WL-771040/A,"Поднос бамбуковый на 3 секции 40,5х23см WL-771040",0,190800
54401,WL-771044/A,"Поднос бамбуковый на 2 секции 30,5см WL-771044",0,187300
54402,WL-771076/A,Поднос вращающийся 23см WL-771076,0,148600
54403,WL-771119/A,"Универсальное бамбуковое блюдце 30,5х15см WL-771119",0,119700
54404,WL-771129/A,"Универсальное бамбуковое блюдце 25,5х15см WL-771129",1,165800
54405,WL-771190/A,Поднос бамбуковый 50х25см WL-771190,0,264900
54406,WL-771227/A,Менажница бамбуковая 33см WL-771227,1,465000
54407,WL-880103/1C,Блюдо овальное 35см WL-880103,0,173900
54408,WL-880104/7C,Набор салатников 7шт WL-880104,0,271300
54409,WL-880110/1C,Чайник заварочный 900мл WL-880110,0,180800
54410,WL-880111/1C,Кофейник 750мл WL-880111,0,168200
54411,WL-880113/2C,Салатник 12см WL-880113,1,128100
54412,WL-880114/2C,Салатник 20см WL-880114,0,226100
54413,WL-880115/A,Сахарница 340мл WL-880115,0,69600
54414,WL-880118/1C,Блюдо круглое 30см WL-880118,0,281900
54415,WL-880121/2C,Салатник 16см WL-880121,0,135700
54416,WL-888207/A,Кувшин с крышкой 1000мл WL-888207,1,244700
54417,WL-888208/A,Кувшин с крышкой 1500мл WL-888208,1,293700
54418,WL-888209/A,Кувшин с крышкой 1000мл WL-888209,1,282100
54419,WL-888212/A,Кувшин с крышкой 2400мл WL-888212,1,395900
54420,WL-888214/A,Кувшин с крышкой 2100мл WL-888214,1,371000
54421,WL-888306/1C,Кувшин 1000мл WL-888306,1,351300
54422,WL-888310/1C,Кувшин 250мл WL-888310,1,140900
54423,WL-888313/1C,Кувшин 1500мл WL-888313,0,331000
54508,WL-888325/1C,Декантер 1500мл WL-888325,1,702500
54509,WL-888330/1C,Декантер 1500мл WL-888330,1,608800
54510,WL-888333/1C,Декантер 750мл WL-888333,1,405400
54511,WL-888334/1C,Декантер 1200мл WL-888334,1,431300
54512,WL-888339/1C,Кувшин 750мл WL-888339,1,507300
54513,WL-888340/1C,Кувшин 1400мл WL-888340,0,593600
54514,WL-888341/1C,Декантер 1000мл WL-888341,1,509200
54515,WL-888342/1C,Декантер 1500мл WL-888342,1,623600
54516,WL-888347/1C,Декантер 900мл WL-888347,1,862200
54517,WL-888348/1C,Декантер 1000мл WL-888348,1,1242600
54518,WL-888350/1C,Кувшин 2000мл WL-888350,1,608800
54519,WL-888368/1C,Декантер 1500мл WL-888368,1,811700
54520,WL-888507/A,Банка для сыпучих продуктов 1500 мл WL-888507,1,182900
54521,WL-888508/A,Банка для сыпучих продуктов 1600 мл WL-888508,1,187500
54522,WL-888510/A,Банка для сыпучих продуктов 2000 мл WL-888510,1,197800
54523,WL-888511/A,Банка для сыпучих продуктов 400 мл WL-888511,1,154200
54524,WL-888513/A,Банка для сыпучих продуктов 760 мл WL-888513,1,164300
54525,WL-888516/A,Банка для сыпучих продуктов 1300 мл WL-888516,1,177000
54526,WL-888519/A,Банка для сыпучих продуктов 1800 мл WL-888519,1,195800
54527,WL-888605/A,Кружка из термостекла 250мл WL-888605,1,61900
54528,WL-888606/A,Кружка из термостекла 320мл WL-888606,1,66900
54529,WL-888704/A,Стакан из термостекла 250 мл WL-888704,1,113900
54530,WL-888706/A,Стакан из термостекла 400 мл WL-888706,1,129200
54531,WL-888732/A,Стакан из термостекла 250мл WL-888732,1,103800
54532,WL-888734/A,Стакан из термостекла 400мл WL-888734,0,129600
54533,WL-888735/A,Стакан из термостекла 500мл WL-888735,1,177500
54534,WL-888736/A,Кружка из термостекла 100 мл WL-888736,1,101500
54535,WL-888739/A,Кружка из термостекла 250 мл WL-888739,1,136000
54536,WL-888741/A,Кружка из термостекла 400 мл WL-888741,1,186600
54537,WL-888751/A,Пиала из термостекла 80 мл WL-888751,1,58800
54635,WL-888755/A,Чашка пиала из термостекла 250мл WL-888755,1,68700
54636,WL-888761/A,Стакан из термостекла 250мл WL-888761,1,127400
54637,WL-888762/A,Стакан из термостекла 300мл WL-888762,1,115900
54638,WL-888784/A,Стакан из термостекла 300мл WL-888784,1,137000
54639,WL-888789/A,Чашка пиала из термостекла 200мл WL-888789,1,110800
54640,WL-888791/A,Салатник пиала из термостекла 550мл WL-888791,1,162400
54641,WL-888792/A,Кружка из термостекла 750 мл WL-888792,1,212900
54642,WL-888802/A,Чайник из жаропрочного термостекла 850мл WL-888802,1,346100
54643,WL-888803/A,Чайник из жаропрочного термостекла 1300мл WL-888803,1,395900
54644,WL-888808/A,Чайник из жаропрочного термостекла 950мл WL-888808,1,378100
54645,WL-888809/A,Чайник из жаропрочного термостекла 1450мл WL-888809,0,445300
54646,WL-888810/A,Чайник из жаропрочного термостекла 950мл WL-888810,1,295200
54647,WL-888811/A,Чайник из жаропрочного термостекла 1600мл WL-888811,1,321500
54648,WL-888818/A,Чайник из жаропрочного термостекла 1200мл WL-888818,1,305300
54649,WL-888821/A,Чайник из жаропрочного термостекла 1000 мл WL-888821,1,355400
54650,WL-888825/A,Чайник из жаропрочного термостекла 1500 мл WL-888825,1,351300
54651,WL-888854/A,Кофейник кемекс из термостекла 950 мл WL-888854,1,405400
54652,WL-888902/A,Подставка для подогрева из термостекла 13х7 см WL-888902,1,138900
54653,WL-888903/A,Подставка для подогрева из термостекла 15х8 см WL-888903,1,202300
54654,WL-888904/A,Подсвечник на 1 свечу 9 см WL-888904,1,90600
54655,WL-888905/A,Подсвечник на 2 свечи 12 см WL-888905,1,118800
54656,WL-888952/A,Бутылка для масла 500мл WL-888952,1,202900
54657,WL-888954/A,Емкость для масла и уксуса 300 мл WL-888954,1,163300
54658,WL-888956/A,Емкость для масла и уксуса 300 мл WL-888956,1,163300
54659,WL-888959/A,Бутылка для масла 650 мл WL-888959,1,243000
54660,WL-888961/A,Бутылка для масла 450 мл WL-888961,1,182500
54661,WL-888967/A,Бутылка для масла 350мл WL-888967,1,170700
54662,WL-888968/A,Бутылка для масла 580мл WL-888968,1,195600
54663,WL-991002/A,"Тарелка обеденная 24,5см WL-991002",1,162000
54664,WL-991003/A,"Тарелка сервировочная 29,5см WL-991003",1,220000
54759,WL-991006/A,Тарелка десертная 20см WL-991006,1,79900
54760,WL-991009/A,Тарелка обеденная 28см WL-991009,1,170100
54761,WL-991010/A,"Тарелка сервировочная 30,5см WL-991010",1,215000
54762,WL-991117/A,Тарелка глубокая 23см WL-991117,0,123200
54763,WL-991118/A,"Тарелка глубокая 25,5см WL-991118",1,202500
54764,WL-991119/A,"Тарелка глубокая 30,5см WL-991119",0,247100
54765,WL-991141/A,Бульонница с крышкой 300мл WL-991141,1,135100
54766,WL-991186/A,"Тарелка глубокая 22,5см WL-991186",0,121200
54767,WL-991217/A,Тарелка суповая 23см WL-991217,1,136000
54768,WL-991222/A,"Тарелка десертная 18,5х18,5см WL-991222",1,101500
54769,WL-991223/A,Тарелка обеденная 25х25см WL-991223,1,162400
54770,WL-991225/A,Бульонница 440мл WL-991225,1,83100
54771,WL-991263/A,Бульонница 500мл WL-991263,0,55100
54772,WL-991264/A,"Тарелка десертная 19,5х19,5см WL-991264",1,101500
54773,WL-991265/A,Тарелка обеденная 25х25см WL-991265,1,162400
54774,WL-991266/A,Блюдо сервировочное 30х30см WL-991266,1,228400
54775,WL-991276/A,"Треугольная десертная тарелка 20,5см WL-991276",0,48600
54776,WL-991278/A,Треугольная сервировочная тарелка 30см WL-991278,0,113200
54777,WL-991370/A,Блюдо круглое с дыркой 30 см WL-991370,1,228400
54778,WL-991375/A,Тарелка обеденная 21см на ножке WL-991375,1,205600
54779,WL-991376/A,Тарелка обеденная 26см на ножке WL-991376,1,271600
54780,WL-992002/A,"Салатник 21,5см WL-992002",1,150100
54781,WL-992003/A,"Салатник 11,5см WL-992003",1,43200
54782,WL-992017/A,Менажница 15см WL-992017,1,98900
54783,WL-992018/A,Менажница 20см WL-992018,1,152700
54784,WL-992019/A,"Менажница 25,5 см WL-992019",0,202900
54785,WL-992021/A,"Блюдо овальное 25,5см WL-992021",1,117500
54786,WL-992022/A,"Блюдо овальное 30,5см WL-992022",1,170900
54787,WL-992024/A,Блюдо овальное 26см WL-992024,1,129200
54788,WL-992025/A,"Блюдо овальное 30,5см WL-992025",1,154600
54864,WL-992026/A,Блюдо овальное 36см WL-992026,1,229100
54865,WL-992491/1C,Супница 2800мл WL-992491,1,729400
54866,WL-992492/A,Салатник 13см WL-992492,1,80100
54867,WL-992493/A,Салатник 15см WL-992493,1,121900
54868,WL-992551/A,"Салатник 9,5см WL-992551",1,26800
54869,WL-992552/A,"Салатник 11,5см WL-992552",1,41900
54870,WL-992553/A,"Салатник 15,5см WL-992553",1,83000
54871,WL-992564/A,Салатник 11см WL-992564,1,45400
54872,WL-992570/A,"Емкость для закусок 18,5см WL-992570",0,85200
54873,WL-992584/A,Менажница 20см WL-992584,1,104000
54874,WL-992585/A,Менажница 24см WL-992585,1,184700
54875,WL-992597/A,Менажница 30см WL-992597,1,258300
54876,WL-992602/A,Менажница 30х8см WL-992602,0,90400
54877,WL-992609/A,"Емкость для закусок 8,5х6см WL-992609",0,11400
54878,WL-992613/A,Салатник 13см WL-992613,1,66900
54879,WL-992614/A,Менажница 18см WL-992614,1,75900
54880,WL-992621/A,"Блюдо плоское 30,5x9,5см WL-992621",1,108700
54881,WL-992623/A,Блюдо для закусок 35x11см WL-992623,0,66100
54882,WL-992624/A,Блюдо для закусок 40x13см WL-992624,0,84000
54883,WL-992643/A,Блюдо для закусок 28см WL-992643,0,42200
54884,WL-992644/A,Блюдо для закусок 33см WL-992644,0,62700
54885,WL-992645/A,Блюдо 24х12 см WL-992645,0,64600
54886,WL-992649/A,Менажница 22см WL-992649,1,171100
54887,WL-992656/A,"Салатник 21х14,5 см WL-992656",1,111000
54888,WL-992657/A,"Салатник 27,5х18,5 см WL-992657",1,189300
54889,WL-992666/6C,"Салатник 11,5см WL-992666",1,278900
54890,WL-992671/A,Блюдо 26х13 см WL-992671,0,64600
54891,WL-992685/A,Емкость 6см WL-992685,0,8000
54892,WL-992691/A,"Менажница 25,5см WL-992691",1,239800
54893,WL-992699/A,Блюдо 24х11 см WL-992699,0,64600
54962,WL-992717/A,Емкость для закусок 8х7см WL-992717,0,18500
54963,WL-992720/A,"Емкость для закусок 11,5х7см WL-992720",0,22800
54964,WL-992726/A,Мини тажин 10х10см WL-992726,0,42400
54965,WL-992733/A,"Салатник 23,5см WL-992733",0,134400
54966,WL-992744/A,"Салатник 10,5см WL-992744",0,44300
54967,WL-992772/A,"Менажница 25,5см WL-992772",1,187200
54968,WL-992774/A,Емкость для закусок 14см WL-992774,1,140500
54969,WL-992775/A,"Емкость для закусок 19,5см WL-992775",1,159100
54970,WL-992777/A,"Салатник в форме рыбы 20,5х16,5см WL-992777",0,96900
54971,WL-992795/A,"Блюдо глубокое в форме рыбы 31,5х25см WL-992795",0,193800
54972,WL-993012/A,Кружка 350мл WL-993012,1,68700
54973,WL-993014/A,Кружка 380мл WL-993014,1,68700
54974,WL-993015/A,Кружка 270мл WL-993015,1,55100
54975,WL-993038/A,Кружка 420мл WL-993038,0,75500
54976,WL-993066/2C,Кружка 470мл WL-993066,0,135500
54977,WL-993081/A,Кружка 580 мл WL-993081,1,111900
54978,WL-993085/A,Кружка 410 мл WL-993085,1,80100
54979,WL-993086/A,Кружка 400 мл WL-993086,1,74600
54980,WL-993089/A,Кружка 420 мл WL-993089,1,83300
54981,WL-993093/A,Кружка 630мл WL-993093,1,114700
54982,WL-993095/A,Кружка 340 мл WL-993095,1,73300
54983,WL-993098/A,Кружка 380 мл WL-993098,1,81900
54984,WL-993101/A,Кружка 280мл WL-993101,1,68700
54985,WL-993105/AB,Пара чайная 330мл WL-993105,0,123800
54986,WL-993172/AB,Пара чайная 430мл WL-993172,1,182500
54987,WL-993173/AB,Чашка с блюдцем для эспрессо 75мл WL-993173,0,64300
54988,WL-993176/AB,Пара чайная 300мл WL-993176,1,129200
54989,WL-993178/A,Кружка 340мл WL-993178,0,35700
54990,WL-993191/AB,Пара чайная 400мл WL-993191,1,165600
54991,WL-994000/1C,Чайник заварочный 1150мл WL-994000,1,314500
55057,WL-994002/1C,Чайник заварочный 750мл WL-994002,1,250400
55058,WL-994003/A,Чайник заварочный 1000мл WL-994003,0,134400
55059,WL-994004/1C,Чайник заварочный 700мл WL-994004,0,96900
55060,WL-994007/1C,Чайник заварочный 900мл WL-994007,0,178600
55061,WL-994008/1C,Кофейник 650мл WL-994008,1,250400
55062,WL-994011/1C,Чайник заварочный 800мл WL-994011,1,211700
55063,WL-994016/1C,Чайник заварочный 1100мл WL-994016,1,287300
55064,WL-994017/1C,Чайник заварочный 800мл WL-994017,1,258000
55065,WL-994025/1C,Чайник заварочный 1000мл WL-994025,0,180200
55066,WL-994038/1C,Чайник заварочный 1100мл WL-994038,0,161500
55067,WL-994040/A,Кофейник 1000мл WL-994040,0,168000
55068,WL-994041/A,Чайник заварочный 1050мл WL-994041,1,250400
55069,WL-994048/1C,Чайный набор &quot,0,168000
55070,WL-995000/A,"Ваза для десерта 8,5х9см WL-995000",1,102100
55071,WL-995001/1C,Сахарница 325мл WL-995001,0,71500
55072,WL-995004/A,Сливочник 150мл WL-995004,1,60100
55073,WL-995006/A,Ваза для десерта 11х8см WL-995006,1,163500
55074,WL-995020/1C,Сливочник 300мл WL-995020,1,92400
55075,WL-995024/2C,Набор сахарница и сливочник WL-995024,0,117400
55076,WL-995026/1C,Сахарница 340мл WL-995026,0,93400
55077,WL-995027/1C,Сливочник 310мл WL-995027,0,56600
55078,WL-995028/2C,Набор сахарница и сливочник WL-995028,1,253400
55079,WL-995029/1C,Сахарница 540мл WL-995029,0,108700
55080,WL-995031/1C,Кувшин 1700мл WL-995031,0,301100
55081,WL-996000/A,Ваза для цветов 15см WL-996000,1,74400
55082,WL-996001/A,Пепельница 9см WL-996001,0,37800
55083,WL-996003/A,Пепельница 10см WL-996003,0,43100
55084,WL-996005/SP,Набор для специй WL-996005,1,124200
55085,WL-996006/A,Подставка для подогрева 13см WL-996006,1,159700
55086,WL-996008/A,Крышка для горячего 17см WL-996008,1,126900
55158,WL-996009/A,Крышка для горячего 20см WL-996009,1,177500
55159,WL-996011/A,Ваза для хлеба WL-996011,1,131200
55160,WL-996012/A,Тарелка для соуса 8x6см WL-996012,1,31000
55161,WL-996014/A,Соусник 100мл WL-996014,1,76600
55162,WL-996037/A,"Сахарница 9х6,5см WL-996037",1,70100
55163,WL-996045/A,"Тарелка для соуса 7,5см WL-996045",0,19800
55164,WL-996049/A,Тарелка для соуса 9см WL-996049,1,33800
55165,WL-996050/A,Тарелка для соуса 11см WL-996050,1,29700
55166,WL-996064/A,Подставка для зубочисток WL-996064,1,67200
55167,WL-996066/SP,Набор для специй WL-996066,1,62200
55168,WL-996083/A,Емкость для горчицы 130мл WL-996083,1,81000
55169,WL-996107/A,Ваза для фруктов 20х8см WL-996107,1,191100
55170,WL-996108/A,Ваза для фруктов 23х8см WL-996108,1,244300
55171,WL-996109/1C,"Масленка 19x12,5см WL-996109",0,174000
55172,WL-996111/A,"Масленка 9,5см WL-996111",1,75200
55173,WL-996112/A,Соусник 230мл WL-996112,1,92600
55174,WL-996117/1C,Набор для специй WL-996117,1,129700
55175,WL-996118/1C,Набор для специй WL-996118,1,148300
55176,WL-996121/A,"Рамекин 8,5х6,5см WL-996121",1,54100
55177,WL-996124/A,Подставка для подогрева 11см WL-996124,0,72600
55178,WL-996126/1C,Ваза для фруктов 24см WL-996126,1,378100
55179,WL-996128/1C,Тортница 25см WL-996128,1,354900
55180,WL-996130/1C,Тортница 30см WL-996130,0,282700
55181,WL-996131/1C,Тортница 25х25см WL-996131,1,432300
55182,WL-996133/1C,Тортница 30х30см WL-996133,1,540500
55183,WL-996143/A,"Блюдце универсальное 20,5х11,5см WL-996143",1,96500
55184,WL-996145/A,Блюдце универсальное 25х14см WL-996145,1,139200
55185,WL-996146/A,Подставка для салфеток WL-996146,1,62300
55186,WL-996152/A,"Ваза для цветов 16,5см WL-996152",1,76700
55187,WL-996153/A,"Ваза для цветов 15,5см WL-996153",1,75200
55264,WL-996159/A,Подставка для салфеток WL-996159,1,76600
55265,WL-997016/1C,Горшочек для тушения 550мл WL-997016,1,228400
55266,WL-997030/1C,"Форма для запекания 22,5х14см WL-997030",1,259400
55267,WL-997031/1C,"Форма для запекания 27,5х17,5см WL-997031",1,378100
55268,WL-997032/1C,"Форма для запекания 32,5х21см WL-997032",0,268300
55269,WL-999108/6C,Ложка десертная 19см WL-999108,0,231200
55270,WL-999130/1C,Щипцы для льда 15см WL-999130,1,41800
55271,WL-999135/A,"Щипцы для гриля 30,5см WL-999135",1,170200
55272,WL-999148/1B,Нож столовый 22см Gold WL-999148,1,135100
55273,WL-999149/2B,Вилка столовая 20см Gold WL-999149,0,87400
55274,WL-999150/2B,Ложка столовая 21см Gold WL-999150,0,87400
55275,WL-999152/2B,Ложка чайная 14см Gold WL-999152,0,74100
55276,WL-999221/1B,"Ложка коктейльная 19,5см WL-999221",1,57600
55277,WL-999252/1B,Нож столовый 22см Black WL-999252,1,167500
55278,WL-999253/2B,Вилка столовая 20см Black WL-999253,1,186800
55279,WL-999254/2B,Ложка столовая 21см Black WL-999254,1,183600
55280,WL-999256/2B,Ложка чайная 14см Black WL-999256,1,134000
55281,WL-999257/2B,"Ложка кофейная 11,5см Black WL-999257",1,129200
55282,WL-551001/1C,Термочайник 600 мл WL-551001 / 1C,1,692200
55283,WL-551002/1C,Термочайник 1000 мл  WL-551002 / 1C,0,725700
55284,WL-551004/1C,Термочайник 2000 WL-551004 / 1C,1,830900
55285,WL-551008/1C,Френч пресс двойная стенка 1000 мл  WL-551008 / 1C,1,985600
55286,WL-551104/1C,Чайник 1750 мл в цветной коробке  WL-551104 / 1C,1,688400
55287,WL-551107/1C,Чайник 1200 мл в цветной коробке  WL-551107 / 1C,0,1023800
55288,WL-551111/1C,Чайник 1200 мл в цветной коробке  WL-551111 / 1C,1,787600
55289,WL-551312/A,Подсвечник 8 x 13.5 cm арт. WL-551312 / A,1,224100
55290,WL-551313/A,Подсвечник 8 x 16.5 cm арт. WL-551313 / A,1,246300
55291,WL-559913/AB,Мармит прямоугольный на подставке арт. WL-559913 / AB,0,6409300
55292,WL-559923/AB,Мармит прямоугольный на подставке арт. WL-559923 / AB,0,3357600
55293,WL-661108/A,Прямоугольное блюдо  арт. WL-661108 / A,0,85100
55363,WL-661110/A,Прямоугольное блюдо арт. WL-661110 / A,0,188100
55364,WL-661133/A,Блюда арт. WL-661133 / A,1,271700
55365,WL-661136/A,"Блюдо прямоугольное, 2 секции  арт. WL-661136 / A",1,270100
55366,WL-667337/A,Кружка  | 460 мл арт. WL-667337 / A,1,106700
55367,WL-667529/A,Салатница 10.5 cm 250 мл арт. WL-667529 / A,1,64800
55368,WL-667530/A,Салатница 14 cm 600 мл арт. WL-667530 / A,1,138400
55369,WL-667531/A,Салатница 16.5 cm 1000 мл арт. WL-667531 / A,1,180300
